,query,lab1,lab2,lab3,lab4,lab5,word_count,has_num,char_count,char_per_word,noun_count,verb_count,prep_count,meaning_count,categories,super_categories,sup1,sup2,sup3,sup4,sup_cat_bool,bools,label1,label2,label3,label4,label5,label6,label7
953,chicken recipe websites,Computers\Internet & Intranet,Living\Food & Cooking,,,,3,False,23,7.666666666666668,2,0,0,2,"['Computers\\Internet & Intranet', 'Living\\Food & Cooking']","['Computers', 'Living']",Living,['Computers',,,"[True, False, False, True, False, False, False]","['TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
954,childrens encyclopedia,Information\Education,Information\References & Libraries,Living\Book & Magazine,,,2,False,22,11.0,0,0,0,3,"['Information\\Education', 'Information\\References & Libraries', 'Living\\Book & Magazine']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
955,childrens musuem of minnesota,Information\Local & Regional ,Living\Family & Kids,Entertainment\Other,,,4,False,29,7.25,2,0,1,3,"['Information\\Local & Regional ', 'Living\\Family & Kids', 'Entertainment\\Other']","['Entertainment', 'Information', 'Living']",Living, 'Information',['Entertainment',,"[False, True, True, True, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
956,china shanghai hotel,Information\Local & Regional ,Living\Travel & Vacation,Shopping\Stores & Products,,,3,False,20,6.666666666666668,1,0,0,3,"['Information\\Local & Regional ', 'Living\\Travel & Vacation', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
957,christoper china collection,Living\Gifts & Collectables,Living\Furnishing & Houseware,,,,3,False,27,9.0,2,0,0,2,"['Living\\Gifts & Collectables', 'Living\\Furnishing & Houseware']",['Living'],Living,,,,"[False, False, False, True, False, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
958,christopher lowell collection,Living\Furnishing & Houseware,Living\Gifts & Collectables,,,,3,False,29,9.666666666666666,3,0,0,2,"['Living\\Furnishing & Houseware', 'Living\\Gifts & Collectables']",['Living'],Living,,,,"[False, False, False, True, False, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
959,chuck klosterman,Information\Local & Regional ,Living\Book & Magazine,,,,2,False,16,8.0,2,0,0,2,"['Information\\Local & Regional ', 'Living\\Book & Magazine']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
960,cigar wholesale,Entertainment\Other,Living\Other,Shopping\Bargains & Discounts,,,2,False,15,7.5,2,0,0,3,"['Entertainment\\Other', 'Living\\Other', 'Shopping\\Bargains & Discounts']","['Entertainment', 'Living', 'Shopping']",Shopping, 'Living',['Entertainment',,"[False, True, False, True, False, True, False]","['FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
961,cincinnati bikers,Information\Local & Regional ,Sports\Outdoor Recreations,,,,2,False,17,8.5,1,0,0,2,"['Information\\Local & Regional ', 'Sports\\Outdoor Recreations']","['Information', 'Sports']",Sports,['Information',,,"[False, False, True, False, False, False, True]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
962,civil war,Information\Arts & Humanities,Information\References & Libraries,,,,2,False,9,4.5,1,0,0,2,"['Information\\Arts & Humanities', 'Information\\References & Libraries']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
963,claimspro,Information\Companies & Industries,Living\Health & Fitness,,,,1,False,9,9.0,1,0,0,2,"['Information\\Companies & Industries', 'Living\\Health & Fitness']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
964,classified room hold down clips,Living\Other,,,,,5,False,31,6.2,1,0,0,1,['Living\\Other'],['Living'],Living,,,,"[False, False, False, True, False, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
965,classroom accountability system,Information\Education,,,,,3,False,31,10.333333333333334,3,0,0,1,['Information\\Education'],['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
966,claudia mills,Information\Arts & Humanities,Living\Book & Magazine,Online Community\People Search,,,2,False,13,6.5,1,0,0,3,"['Information\\Arts & Humanities', 'Living\\Book & Magazine', 'Online Community\\People Search']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
967,clay aiken web sites,Entertainment\Music,Online Community\People Search,Entertainment\Celebrities,,,4,False,20,5.0,2,0,0,3,"['Entertainment\\Music', 'Online Community\\People Search', 'Entertainment\\Celebrities']","['Entertainment', 'Online']",Online,['Entertainment',,,"[False, True, False, False, True, False, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
968,clay poker chip,Entertainment\Games & Toys,Shopping\Stores & Products,,,,3,False,15,5.0,3,0,0,2,"['Entertainment\\Games & Toys', 'Shopping\\Stores & Products']","['Entertainment', 'Shopping']",Shopping,['Entertainment',,,"[False, True, False, False, False, True, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
969,clean imesh,Computers\Multimedia,Computers\Software,Entertainment\Music,,,2,False,11,5.5,1,0,0,3,"['Computers\\Multimedia', 'Computers\\Software', 'Entertainment\\Music']","['Computers', 'Entertainment']",Entertainment,['Computers',,,"[True, True, False, False, False, False, False]","['TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
970,CLERKS,Entertainment\Movies,Entertainment\Celebrities,Shopping\Stores & Products,,,1,False,6,6.0,1,0,0,3,"['Entertainment\\Movies', 'Entertainment\\Celebrities', 'Shopping\\Stores & Products']","['Entertainment', 'Shopping']",Shopping,['Entertainment',,,"[False, True, False, False, False, True, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
971,cnnasia,Entertainment\TV,Information\Local & Regional ,,,,1,False,7,7.0,1,0,0,2,"['Entertainment\\TV', 'Information\\Local & Regional ']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
972,coach factory outlet,Living\Fashion & Apparel,Shopping\Bargains & Discounts,,,,3,False,20,6.666666666666668,3,0,0,2,"['Living\\Fashion & Apparel', 'Shopping\\Bargains & Discounts']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
973,coeurdalene,Information\Local & Regional ,Sports\Outdoor Recreations,Living\Travel & Vacation,,,1,False,11,11.0,1,0,0,3,"['Information\\Local & Regional ', 'Sports\\Outdoor Recreations', 'Living\\Travel & Vacation']","['Information', 'Living', 'Sports']",Sports, 'Living',['Information',,"[False, False, True, True, False, False, True]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
974,colgate university,Information\Education,,,,,2,False,18,9.0,2,0,0,1,['Information\\Education'],['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
975,college fight songs,Entertainment\Other,Sports\Other,,,,3,False,19,6.333333333333332,2,0,0,2,"['Entertainment\\Other', 'Sports\\Other']","['Entertainment', 'Sports']",Sports,['Entertainment',,,"[False, True, False, False, False, False, True]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
976,college search,Information\Education,Information\References & Libraries,,,,2,False,14,7.0,2,0,0,2,"['Information\\Education', 'Information\\References & Libraries']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
977,coloured contact lens,Living\Health & Fitness,Shopping\Stores & Products,,,,3,False,21,7.0,1,0,0,2,"['Living\\Health & Fitness', 'Shopping\\Stores & Products']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
978,colouring donald duck page,Living\Family & Kids,Entertainment\Humor & Fun,Entertainment\Games & Toys,,,4,False,26,6.5,2,0,0,3,"['Living\\Family & Kids', 'Entertainment\\Humor & Fun', 'Entertainment\\Games & Toys']","['Entertainment', 'Living']",Living,['Entertainment',,,"[False, True, False, True, False, False, False]","['FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
979,columbia missourian birth announcements,Information\Local & Regional ,Living\Other,,,,4,False,39,9.75,2,0,0,2,"['Information\\Local & Regional ', 'Living\\Other']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
980,columbia sandals,Living\Fashion & Apparel,Shopping\Stores & Products,,,,2,False,16,8.0,1,0,0,2,"['Living\\Fashion & Apparel', 'Shopping\\Stores & Products']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
981,combat instinct3,Entertainment\Games & Toys,Computers\Multimedia,,,,2,True,16,8.0,2,0,0,2,"['Entertainment\\Games & Toys', 'Computers\\Multimedia']","['Computers', 'Entertainment']",Entertainment,['Computers',,,"[True, True, False, False, False, False, False]","['TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
982,comfot inn,Living\Travel & Vacation,Information\Companies & Industries,Shopping\Stores & Products,,,2,False,10,5.0,2,0,0,3,"['Living\\Travel & Vacation', 'Information\\Companies & Industries', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
983,comic images,Entertainment\Pictures & Photos,Entertainment\Humor & Fun,,,,2,False,12,6.0,0,0,0,2,"['Entertainment\\Pictures & Photos', 'Entertainment\\Humor & Fun']",['Entertainment'],Entertainment,,,,"[False, True, False, False, False, False, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
984,commercial mortgage lender,Living\Finance & Investment,Information\Companies & Industries,Living\Real Estate,,,3,False,26,8.666666666666666,2,0,0,3,"['Living\\Finance & Investment', 'Information\\Companies & Industries', 'Living\\Real Estate']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
985,composition poses a problem for literature,Information\Education,Information\Arts & Humanities,,,,6,False,42,7.0,3,0,1,2,"['Information\\Education', 'Information\\Arts & Humanities']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
986,computer dictionary,Computers\Software,Living\Book & Magazine,Information\References & Libraries,,,2,False,19,9.5,2,0,0,3,"['Computers\\Software', 'Living\\Book & Magazine', 'Information\\References & Libraries']","['Computers', 'Information', 'Living']",Living, 'Information',['Computers',,"[True, False, True, True, False, False, False]","['TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
987,consulting companies,Information\Companies & Industries,Living\Career & Jobs,,,,2,False,20,10.0,0,0,0,2,"['Information\\Companies & Industries', 'Living\\Career & Jobs']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
988,consumer credit counseling,Living\Finance & Investment,Information\Companies & Industries,,,,3,False,26,8.666666666666666,3,0,0,2,"['Living\\Finance & Investment', 'Information\\Companies & Industries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
989,contactlens,Living\Health & Fitness,Shopping\Stores & Products,,,,1,False,11,11.0,0,0,0,2,"['Living\\Health & Fitness', 'Shopping\\Stores & Products']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
990,contra roms,Entertainment\Games & Toys,Shopping\Stores & Products,,,,2,False,11,5.5,1,0,0,2,"['Entertainment\\Games & Toys', 'Shopping\\Stores & Products']","['Entertainment', 'Shopping']",Shopping,['Entertainment',,,"[False, True, False, False, False, True, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
991,converting a 1972 beetle sedan into a convertible,Living\Car & Garage,Living\Tools & Hardware,,,,8,True,49,6.125,1,0,1,2,"['Living\\Car & Garage', 'Living\\Tools & Hardware']",['Living'],Living,,,,"[False, False, False, True, False, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
992,cooking supplies,Living\Food & Cooking,Living\Tools & Hardware,,,,2,False,16,8.0,1,0,0,2,"['Living\\Food & Cooking', 'Living\\Tools & Hardware']",['Living'],Living,,,,"[False, False, False, True, False, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
993,copier repair,Computers\Hardware,Living\Tools & Hardware,,,,2,False,13,6.5,2,0,0,2,"['Computers\\Hardware', 'Living\\Tools & Hardware']","['Computers', 'Living']",Living,['Computers',,,"[True, False, False, True, False, False, False]","['TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
994,coquitlam centre,Information\Local & Regional ,,,,,2,False,16,8.0,2,0,0,1,['Information\\Local & Regional '],['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
995,costa rica information,Living\Travel & Vacation,Information\Local & Regional ,,,,3,False,22,7.333333333333332,3,0,0,2,"['Living\\Travel & Vacation', 'Information\\Local & Regional ']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
996,costarica,Living\Travel & Vacation,Information\Local & Regional ,,,,1,False,9,9.0,1,0,0,2,"['Living\\Travel & Vacation', 'Information\\Local & Regional ']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
997,country music movies,Entertainment\Movies,Entertainment\Music,,,,3,False,20,6.666666666666668,2,0,0,2,"['Entertainment\\Movies', 'Entertainment\\Music']",['Entertainment'],Entertainment,,,,"[False, True, False, False, False, False, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
998,cowan realtors,Living\Real Estate,Information\Companies & Industries,,,,2,False,14,7.0,1,0,0,2,"['Living\\Real Estate', 'Information\\Companies & Industries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
999,credit reporting services,Living\Finance & Investment,Information\Companies & Industries,Shopping\Stores & Products,,,3,False,25,8.333333333333334,2,0,0,3,"['Living\\Finance & Investment', 'Information\\Companies & Industries', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
1000,crockpot recipe,Living\Food & Cooking,,,,,2,False,15,7.5,2,0,0,1,['Living\\Food & Cooking'],['Living'],Living,,,,"[False, False, False, True, False, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1001,cross pendant,Information\Companies & Industries,Shopping\Stores & Products,Living\Gifts & Collectables,Living\Religion & Belief,,2,False,13,6.5,2,0,0,4,"['Information\\Companies & Industries', 'Shopping\\Stores & Products', 'Living\\Gifts & Collectables', 'Living\\Religion & Belief']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
1002,cross stitch angels,Information\Companies & Industries,Shopping\Stores & Products,Living\Gifts & Collectables,Living\Religion & Belief,,3,False,19,6.333333333333332,2,0,0,4,"['Information\\Companies & Industries', 'Shopping\\Stores & Products', 'Living\\Gifts & Collectables', 'Living\\Religion & Belief']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
1003,cruise value,Living\Travel & Vacation,Shopping\Bargains & Discounts,Shopping\Buying Guides & Researching,,,2,False,12,6.0,2,0,0,3,"['Living\\Travel & Vacation', 'Shopping\\Bargains & Discounts', 'Shopping\\Buying Guides & Researching']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1004,cumberland times newspaper,Information\Local & Regional ,Online Community\Homepages,,,,3,False,26,8.666666666666666,2,0,0,2,"['Information\\Local & Regional ', 'Online Community\\Homepages']","['Information', 'Online']",Online,['Information',,,"[False, False, True, False, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1005,curling irons,Living\Tools & Hardware,Sports\Other,,,,2,False,13,6.5,0,0,0,2,"['Living\\Tools & Hardware', 'Sports\\Other']","['Living', 'Sports']",Sports,['Living',,,"[False, False, False, True, False, False, True]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1006,custom mail boxes,Computers\Internet & Intranet,Information\Science & Technology,Computers\Networks & Telecommunication,Living\Tools & Hardware,,3,False,17,5.666666666666668,1,0,0,4,"['Computers\\Internet & Intranet', 'Information\\Science & Technology', 'Computers\\Networks & Telecommunication', 'Living\\Tools & Hardware']","['Computers', 'Information', 'Living']",Living, 'Information',['Computers',,"[True, False, True, True, False, False, False]","['TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1007,d'addario strings,Entertainment\Music,,,,,2,False,17,8.5,1,0,0,1,['Entertainment\\Music'],['Entertainment'],Entertainment,,,,"[False, True, False, False, False, False, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1008,dail up connetion,Computers\Internet & Intranet,Computers\Networks & Telecommunication,Information\Science & Technology,,,3,False,17,5.666666666666668,2,0,0,3,"['Computers\\Internet & Intranet', 'Computers\\Networks & Telecommunication', 'Information\\Science & Technology']","['Computers', 'Information']",Information,['Computers',,,"[True, False, True, False, False, False, False]","['TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1009,david blaine,Entertainment\Celebrities,Entertainment\Other,Entertainment\Games & Toys,,,2,False,12,6.0,2,0,0,3,"['Entertainment\\Celebrities', 'Entertainment\\Other', 'Entertainment\\Games & Toys']",['Entertainment'],Entertainment,,,,"[False, True, False, False, False, False, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1010,day after day,Entertainment\Music,Information\Arts & Humanities,Shopping\Other,,,3,False,13,4.333333333333333,2,0,1,3,"['Entertainment\\Music', 'Information\\Arts & Humanities', 'Shopping\\Other']","['Entertainment', 'Information', 'Shopping']",Shopping, 'Information',['Entertainment',,"[False, True, True, False, False, True, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1011,DAYLIGHT,Living\Health & Fitness,Living\Family & Kids,Information\Science & Technology,Living\Travel & Vacation,Living\Other,1,False,8,8.0,1,0,0,5,"['Living\\Health & Fitness', 'Living\\Family & Kids', 'Information\\Science & Technology', 'Living\\Travel & Vacation', 'Living\\Other']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1012,dead to rights guide,Entertainment\Games & Toys,Entertainment\Movies,,,,4,False,20,5.0,1,0,0,2,"['Entertainment\\Games & Toys', 'Entertainment\\Movies']",['Entertainment'],Entertainment,,,,"[False, True, False, False, False, False, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1013,deaf dogs,Living\Pets & Animals,Information\References & Libraries,,,,2,False,9,4.5,0,0,0,2,"['Living\\Pets & Animals', 'Information\\References & Libraries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1014,debt consolidate,Living\Finance & Investment,Information\Companies & Industries,Shopping\Stores & Products,,,2,False,16,8.0,2,0,0,3,"['Living\\Finance & Investment', 'Information\\Companies & Industries', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
1015,default credit card debt,Living\Finance & Investment,Information\Companies & Industries,Shopping\Stores & Products,,,4,False,24,6.0,4,0,0,3,"['Living\\Finance & Investment', 'Information\\Companies & Industries', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
1016,Dennis Christopher,Entertainment\Celebrities,,,,,2,False,18,9.0,0,0,0,1,['Entertainment\\Celebrities'],['Entertainment'],Entertainment,,,,"[False, True, False, False, False, False, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1017,derrek lee,Sports\Baseball,,,,,2,False,10,5.0,2,0,0,1,['Sports\\Baseball'],['Sports'],Sports,,,,"[False, False, False, False, False, False, True]","['FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
